BHID,FROM,TO,LENGTH,CLV,CLM,CLI,feglc,siglc,pglc,alglc,mnglc,pfglc,tiglc,mgglc,caglc,foglc,peso,Indicador_Itabirito,Indicador_Hematita,Hematita_Itabirito,Divisao_Itabiritos
CP28,102.12,109,6.88,SIP,IF,IF,45.1101,36.41715,0.03885,0.9198,-99,2.7846,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP28,109,116,7,SIP,IF,IF,43.67265,38.96025,0.0357,0.8883,-99,1.71465,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP28,116,122.6,6.6,SIP,IF,IF,47.5713,32.56785,0.084,1.07625,-99,2.27955,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP28,122.6,123.15,0.55,ARG,ARG,IF,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP29,0,6.5,6.5,WH,IGO,HGO,62.7711,1.04055,0.12075,5.6343,-99,8.99955,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,6.5,13,6.5,WH,HGO,HGO,64.2579,1.0668,0.1743,3.61725,-99,9.1602,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,13,19.5,6.5,WH,HGO,HGO,63.48405,1.071,0.2184,3.2865,-99,10.3383,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,19.5,26,6.5,WH,HGO,HGO,64.449,1.26735,0.12705,3.70125,-99,8.337,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,26,30.2,4.2,SI,IGO,HGO,62.78475,1.1172,0.084,7.5138,-99,6.2643,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,30.2,44.1,13.9,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP29,44.1,45.8,1.7,SI,IGO,IGO,56.8197,12.02565,0.05985,6.7389,-99,4.50555,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP29,45.8,49,3.2,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP29,49,55.75,6.75,HA,HGO,HGO,66.18675,2.814,0.12075,3.4986,-99,3.7443,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP29,55.75,61.15,5.4,HB,HF,HF,67.65885,3.90915,0.08715,1.0227,-99,2.8665,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP29,61.15,64.25,3.1,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP29,64.25,69.25,5,SIP,IFR,IFR,56.196,20.74695,0.02625,1.62015,-99,2.07375,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP29,69.25,74.95,5.7,SIP,IF,IF,51.3345,25.05825,0.0462,2.90535,-99,1.8396,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP29,74.95,78.95,4,SIP,IF,IF,44.2365,36.7668,0.03675,1.97925,-99,1.52145,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP29,78.95,83,4.05,SIP,IF,IF,43.3734,40.82925,0.0357,0.7161,-99,1.2411,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP31,0,10.2,10.2,SO,SO,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP31,10.2,13,2.8,CG,CG,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP31,13,29.2,16.2,FL,FL,FL,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,Ignorado,Ignorado
CP32,0,3.08,3.08,AT,AT,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP32,3.08,29.7,26.62,CG,CG,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP32,29.7,56.6,26.9,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP32,56.6,57.44,0.84,SIP,IF?,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP32,57.44,62.31,4.87,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP33,0,8,8,HA,HGO,HGO,69.56145,1.12455,0.06195,0.81165,-99,4.2672,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP33,8,13,5,HA,HGO,HGO,68.9745,1.38285,0.0651,1.50465,-99,4.41945,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP33,13,20.8,7.8,HA,HF,HF,70.539,1.78815,0.05355,0.38115,-99,2.93685,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,20.8,26,5.2,HA,HF,HF,69.6381,2.51685,0.0441,0.24045,-99,2.2386,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,26,32.5,6.5,HA,HF,HF,69.5352,2.13675,0.07455,0.71715,-99,2.8539,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,32.5,39,6.5,HA,IFR,IFR,62.19255,12.68295,0.0567,0.53445,-99,2.95155,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,39,45.5,6.5,HA,HF,HF,67.65885,4.3029,0.0504,1.44795,-99,2.6502,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,45.5,52,6.5,HA,HF,HF,69.24855,1.79445,0.09135,0.70665,-99,3.68025,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,52,58.5,6.5,HA,HF,HF,69.42285,2.25645,0.05565,0.98805,-99,2.81505,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,58.5,65,6.5,HA,HF,HF,69.98355,1.5141,0.07035,0.74235,-99,2.9043,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,65,71.12,6.12,HA,HF,HF,69.98355,1.7577,0.0777,0.59325,-99,2.9631,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,71.12,78,6.88,HB,IFR,HF,64.5918,10.4244,0.05145,0.0903,-99,2.1819,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,78,84.6,6.6,HA,HF,HF,70.38255,1.4364,0.0735,0.1827,-99,3.2319,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,84.6,91,6.4,HA,HF,HF,69.8628,1.59075,0.05775,0.26565,-99,3.66765,-99,-99,-99,-99,3.14,0,1,Hematita,Hematita
CP33,91,97.5,6.5,HB,IFR,IFR,62.2335,12.50025,0.04725,0.1638,-99,3.0198,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,97.5,104,6.5,HB,IFR,IFR,63.57645,10.79925,0.03045,0.57015,-99,2.1798,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,104,110.5,6.5,HA,IFR,IFR,65.43495,6.0249,0.0357,2.1609,-99,3.2487,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,110.5,117,6.5,HB,IFR,IFR,63.62475,10.72575,0.03675,0.6111,-99,2.0181,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,117,120.8,3.8,HA,IFR,IFR,58.68555,15.53055,0.03675,2.5893,-99,2.4843,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,120.8,125.6,4.8,SI,IFR,IFR,58.2267,16.3905,0.0294,1.8606,-99,2.8455,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP33,125.6,130.42,4.82,SI,IFR,IFR,59.80905,16.25925,0.0273,1.50885,-99,1.8585,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,0,5.3,5.3,SI,IFR,IFR,60.05055,14.2758,0.0357,1.04055,-99,2.37195,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,5.3,12.7,7.4,SI,IFR,IFR,57.8613,19.24125,0.02625,1.04895,-99,1.8144,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,12.7,13.7,1,ARG,ARG,IFR,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,13.7,18,4.3,SIP,IF,IFR,54.46245,22.3125,0.03045,2.2092,-99,1.9005,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,18,26,8,SIP,IFR,IFR,55.2405,22.61595,0.0273,1.08465,-99,1.59075,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,26,32.5,6.5,SIP,IF,IF,53.73795,24.2235,0.0273,1.0017,-99,2.47905,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,32.5,38.9,6.4,SIP,IF,IF,53.75475,24.8388,0.0231,1.0605,-99,2.11995,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,38.9,45.5,6.6,SIP,IF,IF,53.3442,26.35605,0.01995,0.25515,-99,2.0916,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,45.5,52,6.5,SIP,IF,IF,48.61605,33.18735,0.02625,0.51975,-99,1.97085,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,52,58.5,6.5,SIP,IF,IF,48.67905,32.3694,0.06615,0.4998,-99,2.1483,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,58.5,66.2,7.7,SIP,IF,IF,50.2215,29.00415,0.11445,0.6531,-99,2.6313,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP34,66.2,71.9,5.7,SIP,IC,IC,49.47495,32.1237,0.06405,0.08295,-99,1.78395,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP34,71.9,77.74,5.84,ID,IF,IFR,53.77575,23.7951,0.0924,0.5124,-99,2.89065,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,77.74,82,4.26,SIP,IFR,IFR,54.8331,21.01575,0.0756,2.20185,-99,3.02295,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP34,82,86.95,4.95,SIP,IF,IF,51.4269,28.08225,0.03675,1.0542,-99,2.14305,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,0,7,7,SIP,IGO,IGO,52.248,23.23545,0.13545,1.17915,-99,5.35185,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP35,7,14.25,7.25,SIP,IGO,IGO,47.40015,29.61,0.1365,1.6023,-99,5.44425,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP35,14.25,19.5,5.25,ID,IF,IF,41.04975,42.8778,0.0567,0.546,-99,2.21235,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,19.5,24.5,5,ID,IF,IC,45.72645,37.62465,0.0504,0.0714,-99,2.18085,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP35,24.5,28.44,3.94,ID,IC,IC,43.3356,41.0025,0.03045,0.12495,-99,1.6821,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP35,28.44,44,15.56,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP35,44,48,4,SIP,IF,IF,48.88695,30.7503,0.05985,1.12665,-99,2.51685,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,48,52,4,SIP,IF,IF,50.61525,28.23555,0.04935,1.3146,-99,2.38455,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,52,57,5,SIP,IF,IF,53.046,23.5578,0.0483,1.58655,-99,2.4843,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,57,61.9,4.9,SIP,IF,IF,53.2833,24.2844,0.0378,1.68735,-99,1.83225,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,61.9,65,3.1,SI,IFR,IFR,58.09755,17.43525,0.0672,1.81755,-99,2.40765,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP35,65,71.5,6.5,SIP,IFR,IFR,55.50195,21.12285,0.0567,1.8795,-99,1.97925,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP35,71.5,76.5,5,SIP,IF,IF,52.9809,24.1416,0.0378,1.46055,-99,2.058,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP35,76.5,84.13,7.63,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,0,10,10,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,10,16.3,6.3,ARG,HGO,HGO,63.83265,4.21155,0.126,3.08385,-99,5.6595,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP36,16.3,24.6,8.3,SI,IFR,IFR,57.37935,17.38065,0.08925,2.17245,-99,3.28965,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP36,24.6,26,1.4,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,26,32.5,6.5,SIP,IF,IF,52.68585,24.2592,0.084,1.81965,-99,2.7468,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,32.5,39.6,7.1,SIP,IF,IF,51.1665,27.68325,0.08085,0.88515,-99,2.88015,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,39.6,40.8,1.2,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,40.8,44.5,3.7,SIP,IF,IF,38.66205,44.2596,0.08085,0.9828,-99,3.9837,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,44.5,52.8,8.3,SIP,IF,IF,40.9647,42.6489,0.03465,1.6653,-99,1.8018,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,52.8,58.6,5.8,SIP,IF,IF,40.57935,44.11365,0.0336,0.89985,-99,1.92255,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,58.6,65.7,7.1,SIP,IF,IF,47.46525,32.9847,0.06195,1.76505,-99,2.5641,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,65.7,66.45,0.75,ARG,ARG,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,66.45,73.5,7.05,SIP,IF,IF,46.31235,35.36295,0.0504,1.09515,-99,2.46855,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP36,73.5,74.4,0.9,ARG,ARG,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,74.4,76.35,1.95,SIP,IF?,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,76.35,76.75,0.4,ARG,ARG,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP36,76.75,85.3,8.55,SIA,IF,IF,52.18605,23.04855,0.05565,2.30685,-99,4.137,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP37,0,4,4,SI,IGO,IGO,62.90655,9.33765,0.07455,0.69195,-99,4.33755,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP37,4,5.9,1.9,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP37,5.9,13,7.1,SI,IGO,IGO,56.72205,16.4577,0.0819,2.00025,-99,5.06205,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP37,13,19.5,6.5,SIP,IGO,IGO,54.29655,19.1016,0.1113,1.38075,-99,6.1635,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP37,19.5,24.5,5,SIP,IGO,IGO,48.39975,29.40315,0.0945,1.1403,-99,5.0694,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP37,24.5,30.7,6.2,SIP,IF,IFR,54.17895,23.13045,0.05775,1.3692,-99,2.67435,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,30.7,36.7,6,SI,IFR,IFR,59.6526,14.5215,0.0714,1.77555,-99,2.57355,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,36.7,44.4,7.7,SIP,IFR,IFR,56.59395,19.95,0.04515,0.7413,-99,2.32365,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,44.4,52,7.6,SIP,IFR,IFR,57.3594,18.1734,0.04515,1.29045,-99,2.44125,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,52,57,5,SIP,IFR,IFR,56.11095,22.6506,0.02415,0.65205,-99,1.20015,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,57,62.8,5.8,SIP,IFR,IFR,56.93625,19.11,0.03255,1.66635,-99,1.89945,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,62.8,67.22,4.42,SI,IFR,IFR,63.88725,9.4395,0.0378,1.6653,-99,2.0349,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,67.22,72.6,5.38,SI,IFR,IFR,65.48955,7.16205,0.0588,0.76755,-99,2.2491,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,72.6,77.2,4.6,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP37,77.2,80.9,3.7,SI,IFR,IFR,61.6266,11.24445,0.07665,1.8039,-99,2.53995,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,80.9,86.5,5.6,SI,IFR,IFR,61.7505,12.02775,0.0588,0.7854,-99,2.33835,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,86.5,93,6.5,SIP,IFR,IFR,59.36175,14.9457,0.07455,0.6006,-99,2.73525,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP37,93,95.5,2.5,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP37,95.5,103.15,7.65,SIP,IF,IF,38.3103,45.80415,0.0714,0.7455,-99,3.52695,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP37,103.15,103.33,0.18,NT,SR,IF,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP38,0,16.62,16.62,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,16.62,18.57,1.95,GO,HGO?,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP38,18.57,26.47,7.9,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,26.47,29,2.53,ARG,HGO,HGO,66.59415,1.575,0.1911,0.83475,-99,6.49005,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP38,29,39,10,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,39,42.9,3.9,SI,HGO,HGO,63.31395,6.5898,0.0504,2.7195,-99,3.93225,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP38,42.9,43.6,0.7,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,43.6,47.6,4,SIP,IGO,IGO,56.2212,18.0096,0.0567,1.12665,-99,4.31025,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP38,47.6,49,1.4,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,49,53.5,4.5,SIP,IF,IGO,46.59585,32.6697,0.0777,0.8127,-99,3.7569,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP38,53.5,54.12,0.62,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,54.12,56.4,2.28,SIP,IGO,IGO,47.9115,29.33385,0.10815,1.13085,-99,5.1597,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP38,56.4,57.15,0.75,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP38,57.15,59.4,2.25,SIP,IGO,IGO,44.05275,34.78965,0.1029,2.09895,-99,4.9308,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP38,59.4,65.9,6.5,SIP,IF,IF,45.78735,34.1544,0.05775,1.6632,-99,3.066,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP38,65.9,72.4,6.5,SIP,IF,IF,46.3092,33.83415,0.05565,0.8421,-99,3.3957,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP38,72.4,76.1,3.7,SIP,IF,IF,51.9729,26.208,0.1071,0.51975,-99,3.1437,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP38,76.1,79.9,3.8,ARG,ARG,IGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP38,79.9,83.89,3.99,SIP,IF,IF,52.68375,23.97045,0.084,1.79235,-99,3.5826,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP38,83.89,87.89,4,SIP,IGO,IGO,56.28735,18.669,0.09345,1.0626,-99,4.49505,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP39,0,0.5,0.5,RO,RO,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP39,0.5,12.4,11.9,WH,WH,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,12.4,17.8,5.4,WH,HGO,HGO,67.998,0.94185,0.1596,2.61135,-99,4.11915,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,17.8,24,6.2,SIA,HGO,HGO,68.8863,1.02795,0.1344,1.87845,-99,3.64875,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,24,30,6,SIA,HGO,HGO,67.22415,0.92505,0.1239,3.15735,-99,5.5251,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,30,36.9,6.9,SIA,HGO,HGO,66.8052,1.7934,0.147,2.51475,-99,5.21115,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,36.9,43,6.1,SIA,HGO,HGO,65.25225,5.58705,0.13335,1.71255,-99,3.58365,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP39,43,49.1,6.1,SI,IFR,IFR,63.2478,10.4811,0.05565,1.62645,-99,2.17875,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,49.1,52.2,3.1,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP39,52.2,56,3.8,SI,IFR,IFR,61.22655,11.31795,0.09975,2.44545,-99,2.6754,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,56,60.4,4.4,SI,IFR,IFR,56.20965,20.20515,0.0525,2.5473,-99,1.82385,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,60.4,64.8,4.4,SI,IFR,IFR,56.7609,19.8261,0.03255,2.4003,-99,1.64745,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,64.8,69.25,4.45,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP39,69.25,74,4.75,SIA,IGO,IGO,47.09145,28.34475,0.063,5.0379,-99,3.0135,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP39,74,78.12,4.12,SIA,IGO,IGO,52.41495,23.4801,0.0546,4.25565,-99,2.77935,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP39,78.12,81.7,3.58,SIP,IFR,IGO,55.60275,20.74065,0.03465,2.98515,-99,1.69785,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP39,81.7,85.42,3.72,SIP,IFR,IFR,55.839,21.1953,0.03885,2.604,-99,1.8102,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,85.42,89.22,3.8,SIP,IGO,IGO,47.20695,31.20285,0.05985,3.33375,-99,2.5557,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito_Superior
CP39,89.22,92.8,3.58,SI,IFR,IFR,54.6126,22.53825,0.0294,0.6867,-99,1.93935,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
CP39,92.8,98.5,5.7,SIP,IF,IF,49.9275,30.3954,0.02835,1.77555,-99,1.4973,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP39,98.5,104,5.5,SIP,IF,IF,46.9728,35.1519,0.01785,2.11995,-99,1.1361,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP39,104,109.92,5.92,SIP,IF,IF,44.5956,37.9701,0.01575,2.3604,-99,1.13505,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito Inferior
CP40,0,2.5,2.5,AT,AT,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP40,2.5,6,3.5,CG,CG,CG,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.88,0,0,Canga,Canga
CP40,6,12.7,6.7,ARG,ARG,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP40,12.7,15.7,3,WH,WH,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP40,15.7,32,16.3,ARG,ARG,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP40,32,34,2,GO,HGO?,HGO,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.42,0,1,Hematita,Hematita
CP40,34,54.4,20.4,IN,IN,IN,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.19,1,0,Itabirito,Itabirito Inferior
CP40,54.4,60.4,6,HA,IFR,IFR,61.7106,10.9683,0.07665,2.4255,-99,3.13005,-99,-99,-99,-99,2.47,1,0,Itabirito,Itabirito_Superior
