BHID;FROM;TO;LITO;feglc;siglc;pglc;alglc;mnglc;pfglc;tiglc;mgglc;caglc;foglc;peso
FDCM0028;241.85;250.75;IF;49.61565;32.19615;0.03675;0.31395;0.00315;1.40385;0.00315;0.0042;0.0042;0.231;2.47
FDCM0031;0;12.25;IFR;57.60405;19.7568;0.01785;1.1592;0.0042;1.24635;0.0126;0.05565;0.00525;0.48825;2.47
FDCM0031;12.25;19.05;IC;52.7163;27.2538;0.0273;0.4683;0.0084;1.04475;0.01575;0.063;0.0063;0.64995;3.19
FDCM0031;19.05;28.7;IFR;59.70615;15.9789;0.04725;1.3314;0.0105;1.85955;0.00945;0.04515;0.0063;0.5649;2.47
FDCM0031;28.7;38.7;IFR;57.44655;19.23915;0.04935;1.4994;0.0126;1.83015;0.0126;0.02835;0.0084;0.42525;2.47
FDCM0031;38.7;47.9;IFR;56.51625;19.05435;0.0609;1.8774;0.0126;2.6292;0.01575;0.0315;0.0105;0.5964;2.47
FDCM0031;47.9;54.45;IC;48.14145;33.79215;0.03255;1.17285;0.01155;1.5393;0.00525;0.0126;0.0042;0.63105;3.19
FDCM0031;54.45;57.8;IGO;30.76185;40.6056;0.05565;13.06515;0.0126;6.48795;0.0084;0.0861;0.0084;0.1974;3.19
FDCM0031;57.8;66.3;IF;48.63705;31.45275;0.03255;2.57565;0.0147;2.05695;0.00735;0.042;0.0105;0.17325;2.47
FDCM0031;66.3;75.55;IC;41.6682;43.1571;0.03675;0.48825;0.02625;1.5603;0.0105;0.0357;0.0042;0.5166;3.19
FDCM0031;75.55;85.4;IC;40.8324;44.5452;0.03675;0.4032;0.03255;1.74825;0.0021;0.03255;0.0084;0.41475;3.19
FDCM0031;85.4;94.5;IC;40.53;44.3583;0.05775;1.1823;0.0315;1.81125;0.01995;0.04515;0.0042;0.25305;3.19
FDCM0031;94.5;104.55;IC;42.1554;43.24635;0.0357;0.441;0.02205;1.35555;0.0126;0.0105;0.00735;0.5922;3.19
FDCM0031;104.55;113.5;IC;39.4401;45.10275;0.06825;0.924;0.05145;2.2134;0.01365;0.0651;0.0084;0.32025;3.19
FDCM0031;113.5;122.8;IC;39.1797;47.83695;0.0378;0.33285;0.01575;1.61595;0.01365;0.0378;0.00525;0.5649;3.19
FDCM0031;122.8;132.3;IC;40.1499;45.07755;0.05355;0.70665;0.0273;1.8669;0.0084;0.05355;0.00735;0.40635;3.19
FDCM0031;132.3;143;IC;40.8492;45.15525;0.05145;0.3717;0.021;1.7325;0.0042;0.0357;0.00735;0.44625;3.19
FDCM0031;143;152.3;IC;39.71415;46.2105;0.04095;0.3507;0.0168;1.58025;0.0063;0.03885;0.00525;0.35385;3.19
FDCM0031;152.3;162;IF;39.07155;46.473;0.0777;0.36225;0.0168;2.40975;0.0126;0.063;0.0126;0.17535;2.47
FDCM0031;162;172.3;IF;37.9134;47.4327;0.09345;0.50925;0.0105;2.5452;0.01995;0.05775;0.01365;0.48405;2.47
FDCM0031;172.3;182.7;IGO;42.77175;38.3775;0.1554;0.9828;0.0525;4.53705;0.03885;0.05145;0.0189;0.38535;3.19
FDCM0031;182.7;191.4;IC;42.27615;42.4116;0.0609;0.2079;0.0273;2.1966;0.0063;0.02625;0.00735;1.0941;3.19
FDCM0031;191.4;200.7;IC;41.40675;44.08845;0.0399;0.5187;0.03255;1.44795;0.0084;0.02415;0.0084;0.5166;3.19
FDCM0031;200.7;209.8;IC;38.96865;46.23045;0.0441;0.94395;0.03885;1.94985;0.03255;0.0315;0.0084;0.8001;3.19
FDCM0031;209.8;217.6;IC;40.2885;44.856;0.04095;0.3906;0.0189;1.701;0.01785;0.01155;0.00735;0.2835;3.19
FDCM0031;217.6;226.6;IC;41.0046;44.75625;0.06405;0.3885;0.0168;1.72305;0.01995;0.03045;0.0126;0.8967;3.19
FDCM0031;226.6;234.75;IC;37.46925;48.9006;0.05565;0.4179;0.03045;1.54455;0.0189;0.03675;0.01155;0.6006;3.19
FDCM0031;234.75;244.8;IC;42.5838;42.651;0.03675;0.3654;0.0252;1.44165;0.0084;0.0105;0.00735;0.96075;3.19
FDCM0031;244.8;252.75;IF;35.3178;50.2593;0.12285;0.7686;0.03465;3.0198;0.0441;0.021;0.0126;0.54495;2.47
FDCM0031;252.75;260.85;IF;40.66755;43.15395;0.1323;0.72555;0.00945;2.94;0.03255;0.0021;0.00735;0.52395;2.47
FDCM0031;260.85;268.95;IF;35.75775;51.28305;0.0588;0.7581;0.0147;2.2323;0.03255;0.0084;0.01575;0.6237;2.47
FDCM0031;268.95;277.9;IC;42.2898;42.39375;0.05775;0.1617;0.0084;2.28795;0.00525;0.0273;0.00525;1.6338;3.19
FDCM0031;277.9;286.95;IC;44.1357;39.89055;0.05775;0.1638;0.0231;1.9887;0.0042;0.0042;0.0084;0.78225;3.19
FDCM0031;286.95;295.15;IGO;41.4057;42.7833;0.5187;0.063;0.00735;1.83435;0.01995;0.0063;0.01995;1.37445;3.19
FDCM0031;295.15;300.55;IC;36.50115;47.4768;0.1008;1.7262;0.0252;4.06035;0.1113;0.01995;0.01575;0.29085;3.19
FDCM0033;0;2.75;IFR;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
FDCM0033;2.75;7.15;IFR;63.5439;8.6163;0.0819;1.45005;0.0168;2.9988;0.03255;0.0441;0.0189;0.8463;2.47
FDCM0033;7.15;17.95;IF;51.95505;25.767;0.07245;0.97125;0.01995;3.60675;0.02205;0.01785;0.0105;0.74865;2.47
FDCM0033;17.95;27.7;IF;52.24905;26.0778;0.05565;1.45005;0.00525;2.28165;0.0231;0.0357;0.0147;0.7287;2.47
FDCM0033;27.7;37.4;IF;44.86755;36.708;0.0588;1.4868;0.00945;2.74575;0.01995;0.02205;0.0084;1.0206;2.47
FDCM0033;37.4;46;IF;44.74575;35.98245;0.0903;0.68355;0.021;3.654;0.03045;0.0609;0.0168;0.4431;2.47
FDCM0033;46;54.8;IF;43.1067;38.52765;0.0819;0.57645;0.0378;4.03095;0.0315;0.0651;0.01785;0.26145;2.47
FDCM0033;54.8;63.3;IGO;43.03005;37.10595;0.0756;0.8778;0.0336;5.00535;0.05565;0.0525;0.01575;0.1344;3.19
FDCM0033;63.3;72.55;IGO;42.56805;38.78595;0.07875;0.53655;0.0336;4.5885;0.0399;0.08295;0.01365;0.14385;3.19
FDCM0033;72.55;80.85;IF;40.84185;43.09515;0.07665;0.399;0.01575;3.0282;0.03045;0.04095;0.02625;0.3738;2.47
FDCM0033;80.85;90.75;IGO;38.934;42.93765;0.09975;1.0122;0.0336;4.64625;0.09555;0.0315;0.0189;0.18585;3.19
FDCM0033;90.75;99.4;IF;40.4796;41.83305;0.1029;0.64995;0.03885;4.10865;0.03255;0.0063;0.0105;0.2184;2.47
FDCM0033;99.4;111.5;IF;42.3822;41.4855;0.0672;0.32025;0.01155;2.25855;0.0105;0.01155;0.00735;0.9555;2.47
FDCM0033;111.5;115.95;IC;43.34085;40.19505;0.03045;0.14385;0.0231;1.9593;0.00105;0.0273;0.0105;0.6993;3.19
FDCM0033;115.95;125.95;IF;39.018;47.09985;0.0546;0.5061;0.01995;1.53195;0.021;0.0336;0.0105;0.4368;2.47
FDCM0033;125.95;135.5;IF;34.43685;52.87485;0.0672;0.4557;0.021;1.42905;0.01575;0.0315;0.01155;0.2226;2.47
FDCM0033;135.5;145.15;IF;36.6891;50.25195;0.05985;0.32655;0.0126;1.5498;0.00525;0.0462;0.00525;0.30555;2.47
FDCM0033;145.15;153.3;IGO;30.4941;55.2531;0.168;0.86835;0.17955;4.3155;0.04095;0.11865;0.02625;0.17535;3.19
FDCM0033;153.3;162.6;IF;38.5917;47.5986;0.0504;0.4494;0.01785;1.6149;0.00945;0.0294;0.01155;0.2352;2.47
FDCM0033;162.6;173.55;IF;38.02575;48.552;0.0483;0.67095;0.01785;1.53825;0.0105;0.01155;0.0063;0.315;2.47
FDCM0033;173.55;183.85;IF;37.26135;48.111;0.09765;0.98385;0.02415;2.5011;0.0273;0.0294;0.00735;0.1113;2.47
FDCM0033;183.85;190.7;IGO;19.51425;70.28175;0.1386;1.84695;0.10605;3.7023;0.04095;0.16905;0.0252;0.1323;3.19
FDCM0033;190.7;200.7;IF;35.2359;51.3492;0.1113;0.5376;0.22995;2.6145;0.0147;0.05355;0.01575;0.2058;2.47
FDCM0033;200.7;210.7;IF;35.0259;51.681;0.07245;0.5292;0.05145;1.7346;0.0147;0.021;0.01785;0.2604;2.47
FDCM0034;0;9.15;PI;61.28745;9.25155;0.0945;2.3814;0.02835;5.3634;0.12705;0.03675;0.01785;0.6027;-99
FDCM0034;9.15;18.2;PI;62.32905;9.6579;0.08295;1.98765;0.04095;4.62735;0.07455;0.06195;0.0336;1.4427;-99
FDCM0034;18.2;27.1;PI;62.1222;9.15075;0.0924;2.12205;0.03255;4.65675;0.105;0.04095;0.0147;0.46515;-99
FDCM0034;27.1;36.4;PI;61.39035;9.5277;0.105;1.8963;0.0462;5.55135;0.09765;0.189;0.01575;0.4137;-99
FDCM0034;36.4;45.5;PI;62.09175;7.23975;0.10185;2.64075;0.01785;5.8821;0.10395;0.1638;0.0126;0.2562;-99
FDCM0034;45.5;54.5;PI;62.20095;8.62365;0.0651;2.3772;0.01155;4.80165;0.08505;0.03045;0.0063;0.4494;-99
FDCM0034;54.5;63.4;PI;61.824;8.94285;0.09555;2.2827;0.03255;5.25105;0.09765;0.05565;0.0084;0.61005;-99
FDCM0034;63.4;73.3;PI;61.53315;9.79755;0.0924;1.8123;0.04095;5.14815;0.0966;0.05775;0.0084;0.59955;-99
FDCM0034;73.3;81.2;PI;61.6161;9.7335;0.0819;1.75665;0.02415;5.04105;0.0924;0.04305;0.00735;0.51135;-99
FDCM0034;81.2;88.9;CG;57.23445;6.2664;0.1491;5.8233;0.0105;10.3404;0.17955;0.0777;0.01575;0.70455;2.88
FDCM0034;88.9;110.35;FL;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
FDCM0034;110.35;116.1;FL;30.97815;53.5857;0.01995;1.21905;0.37695;5.8401;0.17325;0.0798;0.0042;0.22155;-99
FDCM0034;116.1;117.2;FL;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
FDCM0034;117.2;124.9;FL;23.61135;66.17205;0.03255;1.9446;0.3171;3.1941;0.1176;0.04725;0.00735;0.1134;-99
FDCM0034;124.9;134.7;FL;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
FDCM0034;134.7;146.8;FL;13.2468;80.80905;0.0147;1.4679;0.46515;2.3793;0.0294;0.0693;0.0084;0.20685;-99
FDCM0035;0;111;SR;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99
FDCM0035;111;121.25;IC;44.877;38.934;0.0546;0.357;0.01155;2.12835;0.0084;0.00105;0.00735;0.31185;3.19
FDCM0035;121.25;129.1;IC;44.14305;40.74735;0.0231;0.2436;0.00525;1.36605;0.0042;0.0378;0.0063;0.25515;3.19
FDCM0035;129.1;137;IF;46.91085;35.77875;0.0819;0.3087;0.00525;2.4024;0.00525;0.02415;0.0084;0.26145;2.47
FDCM0035;137;147.7;IC;43.69785;41.37;0.02835;0.13965;0.0063;1.3356;0.00105;0.01575;0.0063;0.6174;3.19
FDCM0035;147.7;158.15;IC;40.66125;44.99985;0.04305;0.1155;0.00735;1.46055;0.00105;0.0147;0.0042;0.52605;3.19
FDCM0035;158.15;167.65;IC;39.3435;47.57235;0.02415;0.1176;0.00105;1.59705;0.00105;0.0021;0.00315;0.41055;3.19
