BHID;FROM;TO;LITO;feglc;siglc;pglc;alglc;mnglc;pfglc;tiglc;mgglc;caglc;foglc;peso
CP45;71.7;77.19;HGO;65.24805;1.22955;0.18795;3.03765;-99;7.29015;-99;-99;-99;-99;4.42
CP46;0;7.8;HGO;64.82175;0.9618;0.14385;3.1353;-99;7.56315;-99;-99;-99;-99;4.42
CP46;7.8;14.8;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP46;14.8;18.4;HF;67.38795;4.1097;0.0714;1.03005;-99;2.88645;-99;-99;-99;-99;3.14
CP46;18.4;23.9;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP46;23.9;28.4;HF;65.1462;5.0925;0.0588;2.4885;-99;3.5448;-99;-99;-99;-99;3.14
CP46;28.4;47.14;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP46;47.14;51.4;HGO;63.4683;6.657;0.08925;1.9446;-99;4.7502;-99;-99;-99;-99;4.42
CP46;51.4;56;IFR;56.9646;18.37395;0.07245;1.3818;-99;3.44715;-99;-99;-99;-99;2.47
CP46;56;62.5;IFR;55.92825;18.4695;0.06825;2.3541;-99;3.69075;-99;-99;-99;-99;2.47
CP46;62.5;69;IF;47.3928;32.5794;0.03675;1.7577;-99;2.4465;-99;-99;-99;-99;2.47
CP46;69;73;IGO;56.57295;15.9852;0.03045;4.8153;-99;2.9148;-99;-99;-99;-99;3.19
CP46;73;77;IF;53.57205;23.73945;0.04515;1.34085;-99;3.2256;-99;-99;-99;-99;2.47
CP46;77;81;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP46;81;82.9;IF;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP46;82.9;84.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP46;84.2;88.63;IF;51.8826;27.4491;0.04515;1.63905;-99;1.81965;-99;-99;-99;-99;2.47
CP46;88.63;95.13;IF;49.25445;31.9179;0.0231;0.83265;-99;1.5813;-99;-99;-99;-99;2.47
CP46;95.13;101.63;IF;43.1886;39.53145;0.0504;1.0227;-99;2.29845;-99;-99;-99;-99;2.47
CP46;101.63;108.13;IF;44.1735;39.19125;0.0483;1.113;-99;1.76505;-99;-99;-99;-99;2.47
CP46;108.13;115.3;IF;44.436;38.1528;0.03465;0.9765;-99;1.6716;-99;-99;-99;-99;2.47
CP46;115.3;122.07;IF;49.2744;30.76185;0.042;0.93135;-99;1.8333;-99;-99;-99;-99;2.47
CP47;0;3.7;HGO;68.95875;1.1382;0.1071;0.672;-99;2.8644;-99;-99;-99;-99;4.42
CP47;3.7;7.4;HGO;68.1072;1.2747;0.11445;1.94775;-99;3.12375;-99;-99;-99;-99;4.42
CP47;7.4;11.2;IGO;55.8516;1.0605;0.0735;13.52925;-99;10.1304;-99;-99;-99;-99;3.19
CP47;11.2;15;IGO;45.66555;5.16705;0.07455;18.2616;-99;15.1515;-99;-99;-99;-99;3.19
CP47;15;31.5;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP47;31.5;36.8;HGO;63.7644;2.0874;0.0336;6.93525;-99;4.7334;-99;-99;-99;-99;4.42
CP47;36.8;42.1;IGO;61.65915;10.53675;0.01365;2.9778;-99;1.58025;-99;-99;-99;-99;3.19
CP47;42.1;47.3;IFR;57.35835;18.6375;0.0294;2.23125;-99;1.932;-99;-99;-99;-99;2.47
CP47;47.3;53.3;IFR;56.2317;20.8698;0.03255;1.50465;-99;1.72515;-99;-99;-99;-99;2.47
CP47;53.3;59.3;IFR;55.11975;21.86415;0.05145;1.45005;-99;1.63485;-99;-99;-99;-99;2.47
CP47;59.3;63.7;IFR;55.7025;21.78015;0.05145;0.84525;-99;1.71675;-99;-99;-99;-99;2.47
CP47;63.7;67.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP47;67.2;71.4;IFR;63.8085;6.11625;0.09765;1.8228;-99;3.843;-99;-99;-99;-99;2.47
CP47;71.4;75.6;HF;67.7817;3.3663;0.0735;2.0727;-99;2.68485;-99;-99;-99;-99;3.14
CP48;0;7.6;HGO;64.65165;1.03425;0.05355;4.8615;-99;6.46065;-99;-99;-99;-99;4.42
CP48;7.6;13.5;HGO;65.8434;1.09515;0.0777;5.145;-99;4.79745;-99;-99;-99;-99;4.42
CP48;13.5;36.1;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP48;36.1;41.5;IGO;44.00865;35.2044;0.042;3.02505;-99;3.23505;-99;-99;-99;-99;3.19
CP48;41.5;42.66;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP49;0;5.3;HGO;63.7917;0.91875;0.147;3.42825;-99;9.8091;-99;-99;-99;-99;4.42
CP49;5.3;11.6;HGO;65.9736;0.93345;0.1596;2.46015;-99;6.321;-99;-99;-99;-99;4.42
CP49;11.6;14.6;HGO;67.70715;0.9471;0.1029;3.3831;-99;4.25145;-99;-99;-99;-99;4.42
CP49;14.6;20.6;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP49;20.6;24.5;HGO;68.60805;1.47105;0.07455;2.394;-99;3.2802;-99;-99;-99;-99;4.42
CP49;24.5;26.85;IGO;61.0764;8.45355;0.1365;0.7854;-99;7.58415;-99;-99;-99;-99;3.19
CP49;26.85;27.9;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP49;27.9;33.9;IGO;60.32565;13.3182;0.09765;0.86205;-99;3.7548;-99;-99;-99;-99;3.19
CP49;33.9;39.8;IGO;57.9852;14.7903;0.1197;0.2982;-99;5.64375;-99;-99;-99;-99;3.19
CP49;39.8;42.1;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP49;42.1;47.7;IFR;58.18995;17.8668;0.0735;0.8022;-99;2.9379;-99;-99;-99;-99;2.47
CP49;47.7;51.5;IGO;58.59525;12.26085;0.105;1.76715;-99;5.3739;-99;-99;-99;-99;3.19
CP49;51.5;57.2;IGO;59.3691;9.6642;0.19845;1.5981;-99;7.61775;-99;-99;-99;-99;3.19
CP49;57.2;65;IGO;59.36595;11.025;0.1008;2.6313;-99;4.45095;-99;-99;-99;-99;3.19
CP49;65;94.3;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP49;94.3;99.1;IGO;64.30935;3.5994;0.1071;0.71295;-99;7.45815;-99;-99;-99;-99;3.19
CP49;99.1;103.9;IGO;61.77255;7.05075;0.0966;0.7077;-99;7.1988;-99;-99;-99;-99;3.19
CP49;103.9;111.7;IGO;59.0142;10.84335;0.0882;0.987;-99;8.23725;-99;-99;-99;-99;3.19
CP49;111.7;115.75;IGO;61.24545;8.28345;0.10605;0.7224;-99;7.1064;-99;-99;-99;-99;3.19
CP49;115.75;121.3;IGO;56.80605;13.8999;0.1554;0.90405;-99;8.337;-99;-99;-99;-99;3.19
CP49;121.3;126.8;IGO;47.1303;27.4428;0.13125;1.1067;-99;8.1375;-99;-99;-99;-99;3.19
CP49;126.8;130.7;IGO;57.1158;15.4077;0.1344;0.819;-99;6.20655;-99;-99;-99;-99;3.19
CP49;130.7;137.6;IGO;50.85465;24.696;0.12495;0.70875;-99;6.5478;-99;-99;-99;-99;3.19
CP49;137.6;142.18;IGO;43.35765;33.1359;0.12075;1.34085;-99;7.72275;-99;-99;-99;-99;3.19
CP49;142.18;146.76;IGO;46.0698;32.5563;0.07245;0.80535;-99;5.02425;-99;-99;-99;-99;3.19
CP50;0;23.4;HGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4.42
CP50;23.4;29.2;HF;68.59335;1.82385;0.0714;1.3944;-99;3.66555;-99;-99;-99;-99;3.14
CP50;29.2;29.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;29.4;32.3;HGO;65.3247;2.7216;0.14595;1.2852;-99;6.5226;-99;-99;-99;-99;4.42
CP50;32.3;37.85;HGO;68.23005;1.1445;0.0903;1.83225;-99;4.36065;-99;-99;-99;-99;4.42
CP50;37.85;41.9;HGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4.42
CP50;41.9;46.4;HF;69.50475;1.29045;0.0861;1.8354;-99;2.8602;-99;-99;-99;-99;3.14
CP50;46.4;50.9;HF;67.4625;2.9379;0.105;1.8858;-99;3.108;-99;-99;-99;-99;3.14
CP50;50.9;54.3;IFR;63.21735;7.8267;0.0798;2.0601;-99;3.1227;-99;-99;-99;-99;2.47
CP50;54.3;55.4;IFR;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP50;55.4;60.26;IFR;55.96605;19.992;0.063;1.11825;-99;2.5263;-99;-99;-99;-99;2.47
CP50;60.26;61.83;IFR;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP50;61.83;68.4;HF;66.86085;4.07715;0.04515;2.10945;-99;3.0639;-99;-99;-99;-99;3.14
CP50;68.4;75.7;IFR;61.2591;12.6;0.05355;1.26;-99;2.81085;-99;-99;-99;-99;2.47
CP50;75.7;82;HF;66.82725;6.13515;0.0378;0.7119;-99;2.0538;-99;-99;-99;-99;3.14
CP50;82;82.6;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;82.6;83.5;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;83.5;84;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;84;84.9;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;84.9;85.4;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;85.4;91;IF;49.8141;28.9842;0.06615;0.9093;-99;3.57;-99;-99;-99;-99;2.47
CP50;91;94.4;IFR;56.1351;21.0021;0.0462;0.5124;-99;2.8371;-99;-99;-99;-99;2.47
CP50;94.4;100.9;IF;51.86685;26.7603;0.03885;0.9261;-99;1.8564;-99;-99;-99;-99;2.47
CP50;100.9;107.4;IF;52.23855;27.11415;0.0357;1.2285;-99;1.5561;-99;-99;-99;-99;2.47
CP50;107.4;114;IF;51.3198;29.72865;0.03045;0.59955;-99;1.4952;-99;-99;-99;-99;2.47
CP50;114;116.8;IF;52.5651;28.96635;0.0294;0.13545;-99;1.1634;-99;-99;-99;-99;2.47
CP50;116.8;117.7;IC;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;117.7;118.23;IC;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP50;118.23;119.1;IC;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP51;0;3.9;HF;68.0799;3.234;0.09765;0.7098;-99;3.83145;-99;-99;-99;-99;3.14
CP51;3.9;6.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP51;6.4;13.4;HGO;68.00325;2.00235;0.11655;0.57855;-99;5.45475;-99;-99;-99;-99;4.42
CP51;13.4;20;HF;68.71935;2.44755;0.0777;0.3528;-99;4.03095;-99;-99;-99;-99;3.14
CP51;20;26;HF;70.3563;2.01495;0.0378;0.441;-99;2.7741;-99;-99;-99;-99;3.14
CP51;26;32.5;HF;70.29855;1.8627;0.03885;0.17955;-99;2.82555;-99;-99;-99;-99;3.14
CP51;32.5;39;HF;69.28005;4.0488;0.0378;0.1701;-99;2.3058;-99;-99;-99;-99;3.14
CP51;39;45.5;HF;68.49045;4.92135;0.03465;0.08715;-99;1.86585;-99;-99;-99;-99;3.14
CP51;45.5;52;HF;67.53915;4.4436;0.063;0.79485;-99;3.48915;-99;-99;-99;-99;3.14
CP51;52;58.5;HF;67.21995;5.37075;0.0714;0.4347;-99;2.98935;-99;-99;-99;-99;3.14
CP51;58.5;65;IFR;64.3797;9.48465;0.0378;1.302;-99;2.44755;-99;-99;-99;-99;2.47
CP51;65;71.5;IFR;63.7413;11.09535;0.02835;0.7056;-99;1.93305;-99;-99;-99;-99;2.47
CP51;71.5;76.84;IFR;62.68605;10.90005;0.03885;1.554;-99;2.46645;-99;-99;-99;-99;2.47
CP52;0;3.95;HGO;61.89435;1.58865;0.15435;2.53785;-99;10.7037;-99;-99;-99;-99;4.42
CP52;3.95;7.9;HGO;64.42905;0.97965;0.1029;4.1412;-99;7.44975;-99;-99;-99;-99;4.42
CP52;7.9;27.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP52;27.4;33.8;IGO;62.06865;1.05;0.17535;7.623;-99;7.8708;-99;-99;-99;-99;3.19
CP52;33.8;37.7;IGO;61.3599;7.1211;0.15645;3.31485;-99;5.88525;-99;-99;-99;-99;3.19
CP52;37.7;38.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP52;38.2;41.55;IGO;54.852;17.26725;0.1218;2.88225;-99;5.02005;-99;-99;-99;-99;3.19
CP52;41.55;46.83;IF;52.00965;25.21785;0.0693;2.37825;-99;2.688;-99;-99;-99;-99;2.47
CP52;46.83;52.1;IGO;51.17175;21.97755;0.084;3.9963;-99;4.48035;-99;-99;-99;-99;3.19
CP52;52.1;62.65;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP53;0;11.3;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP53;11.3;16.42;HGO;62.71965;1.1193;0.10605;5.95245;-99;8.7423;-99;-99;-99;-99;4.42
CP53;16.42;19.7;HGO;66.7884;2.0412;0.1092;3.26025;-99;4.4667;-99;-99;-99;-99;4.42
CP53;19.7;23.98;HGO;65.53365;1.28415;0.1197;4.9287;-99;5.8149;-99;-99;-99;-99;4.42
CP53;23.98;28.25;HGO;64.10565;0.8967;0.08925;6.06795;-99;7.0308;-99;-99;-99;-99;4.42
CP53;28.25;46.37;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP53;46.37;53.69;HGO;68.77815;1.10775;0.11865;1.5414;-99;4.30395;-99;-99;-99;-99;4.42
CP53;53.69;61;HGO;66.717;1.39335;0.15435;1.95825;-99;5.70045;-99;-99;-99;-99;4.42
CP53;61;67.58;IFR;57.48435;18.23115;0.0441;1.66425;-99;2.51475;-99;-99;-99;-99;2.47
CP53;67.58;74.16;IFR;59.29455;15.05595;0.03465;2.5368;-99;2.1168;-99;-99;-99;-99;2.47
CP53;74.16;80.33;HF;67.1895;4.1853;0.0462;1.5561;-99;2.4822;-99;-99;-99;-99;3.14
CP53;80.33;86.5;HF;65.87805;5.54085;0.0441;2.47275;-99;2.2134;-99;-99;-99;-99;3.14
CP53;86.5;87.43;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP53;87.43;93.56;IGO;57.39405;13.5282;0.0714;6.7179;-99;3.5805;-99;-99;-99;-99;3.19
CP53;93.56;100.92;IGO;51.64845;23.83815;0.0651;4.04985;-99;3.21825;-99;-99;-99;-99;3.19
CP53;100.92;105.49;IGO;49.73325;27.38085;0.0672;2.79615;-99;2.9505;-99;-99;-99;-99;3.19
CP53;105.49;110.05;IF;51.6684;24.00195;0.0609;2.35515;-99;3.2298;-99;-99;-99;-99;2.47
CP53;110.05;115.35;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP54;0;5.8;HGO;63.0735;1.07205;0.15225;4.06875;-99;9.3135;-99;-99;-99;-99;4.42
CP54;5.8;11.6;IGO;58.8063;1.25055;0.1638;8.2992;-99;11.50275;-99;-99;-99;-99;3.19
CP54;11.6;16.2;HGO;65.5956;0.8967;0.1197;4.9392;-99;5.59755;-99;-99;-99;-99;4.42
CP54;16.2;17.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP54;17.2;21;HGO;63.6657;0.96705;0.13125;6.09;-99;7.12005;-99;-99;-99;-99;4.42
CP54;21;26;HGO;65.52;1.26105;0.1512;4.10865;-99;6.01545;-99;-99;-99;-99;4.42
CP54;26;31.2;HGO;66.6729;1.39965;0.13755;3.3096;-99;4.8447;-99;-99;-99;-99;4.42
CP54;31.2;53.8;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP54;53.8;56.8;HGO;68.15655;2.31105;0.11865;1.39755;-99;3.6876;-99;-99;-99;-99;4.42
CP54;56.8;57.52;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP54;57.52;62.78;IFR;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP54;62.78;69.2;IFR;63.924;8.6856;0.084;1.6527;-99;2.5851;-99;-99;-99;-99;2.47
CP54;69.2;75.64;IFR;57.56625;17.9949;0.08085;1.99395;-99;2.4339;-99;-99;-99;-99;2.47
CP54;75.64;82.1;IFR;60.8622;13.7361;0.06195;2.40345;-99;1.974;-99;-99;-99;-99;2.47
CP55;0;6.35;HGO;65.0202;8.2782;0.05985;1.0521;-99;2.6712;-99;-99;-99;-99;4.42
CP55;6.35;10.18;IGO;56.2023;18.69;0.0756;1.29465;-99;3.36525;-99;-99;-99;-99;3.19
CP55;10.18;14;IGO;51.4941;23.0076;0.06825;3.25395;-99;4.6431;-99;-99;-99;-99;3.19
CP55;14;18.2;IGO;56.3976;18.52935;0.01575;4.02885;-99;2.4885;-99;-99;-99;-99;3.19
CP55;18.2;22.2;IGO;46.0467;29.967;0.00945;6.972;-99;2.8728;-99;-99;-99;-99;3.19
CP55;22.2;26.2;IGO;51.4794;24.83355;0.00945;4.9938;-99;2.2092;-99;-99;-99;-99;3.19
CP55;26.2;31.9;IFR;56.805;18.2994;0.0189;1.8375;-99;2.02335;-99;-99;-99;-99;2.47
CP55;31.9;37.6;IFR;58.51545;16.023;0.01785;1.12035;-99;2.36775;-99;-99;-99;-99;2.47
CP55;37.6;42.8;IFR;54.38475;25.22835;0.02415;0.2163;-99;1.5834;-99;-99;-99;-99;2.47
CP55;42.8;48;IFR;53.4597;25.8762;0.0378;0.48825;-99;1.9215;-99;-99;-99;-99;2.47
CP55;48;52.81;IFR;54.57375;24.11535;0.03045;0.3465;-99;2.09475;-99;-99;-99;-99;2.47
CP55;52.81;59.31;IFR;55.0809;21.76755;0.03675;1.44585;-99;2.4675;-99;-99;-99;-99;2.47
CP55;59.31;65.81;IFR;62.17155;11.1699;0.0399;1.86795;-99;2.61765;-99;-99;-99;-99;2.47
CP55;65.81;69.56;IGO;57.94005;13.68255;0.0441;4.5465;-99;2.70165;-99;-99;-99;-99;3.19
CP55;69.56;73.3;IFR;57.8697;17.0037;0.0672;2.0034;-99;2.8581;-99;-99;-99;-99;2.47
CP55;73.3;77.32;IFR;55.95555;20.78685;0.06195;0.2289;-99;2.92425;-99;-99;-99;-99;2.47
CP55;77.32;81.34;IF;48.0123;31.41495;0.0651;0.74865;-99;2.877;-99;-99;-99;-99;2.47
CP55;81.34;86.58;IF;48.6066;31.7247;0.03675;0.8589;-99;1.953;-99;-99;-99;-99;2.47
CP55;86.58;91.81;IF;45.33165;36.5967;0.03465;1.18125;-99;1.66005;-99;-99;-99;-99;2.47
CP55;91.81;97.71;IF;44.4444;39.37185;0.02835;0.72135;-99;1.59285;-99;-99;-99;-99;2.47
CP55;97.71;98.71;IF;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP55;98.71;100.06;IF;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP55;100.06;102.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP55;102.2;103.74;IF;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;2.47
CP56;0;2.33;IGO;60.33195;3.99105;0.16485;2.8161;-99;10.647;-99;-99;-99;-99;3.19
CP56;2.33;8.83;HGO;62.3427;1.18545;0.1953;4.6641;-99;9.60225;-99;-99;-99;-99;4.42
CP56;8.83;15.33;HGO;63.08085;1.1151;0.19425;5.4747;-99;8.29185;-99;-99;-99;-99;4.42
CP56;15.33;21.54;HGO;63.4494;1.4847;0.23625;3.318;-99;8.8389;-99;-99;-99;-99;4.42
CP56;21.54;27.75;IGO;58.9638;12.222;0.1617;1.96245;-99;5.2941;-99;-99;-99;-99;3.19
CP56;27.75;32.45;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;32.45;33.85;HGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4.42
CP56;33.85;38;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;38;39.2;HGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4.42
CP56;39.2;40.5;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;40.5;42.1;HGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;4.42
CP56;42.1;43.45;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;43.45;47.8;HGO;65.75205;3.89865;0.11865;1.3902;-99;4.45935;-99;-99;-99;-99;4.42
CP56;47.8;49.5;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;49.5;51;IGO;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;51;51.8;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP56;51.8;54.33;IF;47.14395;31.5756;0.0462;2.47275;-99;2.7111;-99;-99;-99;-99;2.47
CP56;54.33;60.83;IF;43.2768;39.44115;0.03255;1.07205;-99;2.3247;-99;-99;-99;-99;2.47
CP56;60.83;67.33;IF;47.5755;33.18735;0.03045;0.5166;-99;1.94145;-99;-99;-99;-99;2.47
CP56;67.33;73.83;IF;42.48195;41.57685;0.021;0.8274;-99;1.5939;0.02835;0.0693;-99;-99;2.47
CP56;73.83;80.33;IF;37.60785;47.2878;0.0357;1.6926;-99;1.9635;0.0336;0.0693;-99;-99;2.47
CP56;80.33;86.83;IF;40.46385;43.8669;0.0441;0.92925;-99;1.6485;0.02625;0.0609;-99;-99;2.47
CP56;86.83;93.33;IF;41.1726;42.6006;0.06825;0.6153;0.00525;2.4339;0.02415;0.04935;-99;-99;2.47
CP56;93.33;96.25;IF;29.8935;60.56085;0.0336;0.53865;-99;1.2516;0.01785;0.04725;-99;-99;2.47
CP57;0;3.7;HGO;65.3856;1.36185;0.1197;3.24345;0.01575;5.9808;0.41265;0.0357;-99;-99;4.42
CP57;3.7;7.4;HGO;63.77385;0.7455;0.0483;6.0774;0.0084;6.80295;0.17745;0.0273;-99;-99;4.42
CP57;7.4;9.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP57;9.4;13.25;HGO;65.5746;0.88515;0.07035;4.389;0.02415;5.3109;0.0924;0.07245;-99;-99;4.42
CP57;13.25;18.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP57;18.4;19.4;HGO;66.96165;0.9807;0.1218;3.1479;0.0126;4.58745;0.08295;0.0924;-99;-99;4.42
CP57;19.4;71.13;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;0;3.9;CG;63.86625;7.4088;0.08925;1.15185;0.04515;3.5406;0.0798;0.03675;-99;-99;2.88
CP58;3.9;5.7;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;5.7;10.35;HF;66.9039;4.704;0.0693;1.22115;0.03675;2.75415;0.05775;0.06405;-99;-99;3.14
CP58;10.35;15;HF;67.26615;3.7842;0.07875;1.3923;0.03885;3.1353;0.0987;0.0525;-99;-99;3.14
CP58;15;19.9;HF;67.95705;2.19975;0.09555;1.218;0.03675;3.7674;0.17535;0.0357;-99;-99;3.14
CP58;19.9;24;HF;68.22585;1.28835;0.07035;2.63235;0.0168;3.045;0.09555;0.0399;-99;-99;3.14
CP58;24;32.56;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;32.56;38.2;IFR;53.6886;23.69535;0.08085;1.4322;0.0147;2.69115;0.0399;0.0525;-99;-99;2.47
CP58;38.2;45.7;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;45.7;49.85;IF;46.90455;31.8486;0.07665;2.5389;0.0147;2.9967;0.0357;0.0588;-99;-99;2.47
CP58;49.85;54;IFR;53.6949;23.77935;0.0651;1.76925;0.0126;2.2617;0.0315;0.06405;-99;-99;2.47
CP58;54;57.8;IFR;55.461;20.98425;0.0588;1.85535;0.0084;2.1441;0.0294;0.05985;-99;-99;2.47
CP58;57.8;61.6;IFR;58.1931;16.90815;0.0609;1.94145;0.0105;2.27115;0.0336;0.06615;-99;-99;2.47
CP58;61.6;67.5;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;67.5;73.67;IFR;55.81275;21.2415;0.08295;0.58905;0.03675;2.9715;0.03045;0.0819;-99;-99;2.47
CP58;73.67;79.84;IFR;54.18945;24.4608;0.0735;0.60375;0.0273;2.121;0.03045;0.08715;-99;-99;2.47
CP58;79.84;88.2;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP58;88.2;92.42;IF;46.9455;34.75185;0.04725;1.0164;0.01365;1.7829;0.0231;0.09345;-99;-99;2.47
CP59;0;2;CG;58.18365;2.6334;0.15225;5.2437;0.0357;13.14495;0.12285;0.03675;-99;-99;2.88
CP59;2;7.25;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;7.25;10.12;HGO;69.1047;1.09515;0.0693;0.92295;0.01575;3.8283;0.0378;0.0504;-99;-99;4.42
CP59;10.12;10.82;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;10.82;14.7;HGO;68.99445;0.8778;0.05775;2.01285;0.02835;3.1773;0.0357;0.04935;-99;-99;4.42
CP59;14.7;17.1;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;17.1;19.57;HGO;67.4331;0.99855;0.11865;1.6254;0.0357;5.07675;0.04935;0.0588;-99;-99;4.42
CP59;19.57;23.07;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;23.07;28.14;HGO;66.90705;1.62645;0.1218;2.0076;0.0231;5.07675;0.0378;0.0378;-99;-99;4.42
CP59;28.14;33.2;HGO;66.94065;2.0664;0.10605;2.1819;0.0231;4.47195;0.0357;0.0504;-99;-99;4.42
CP59;33.2;38.3;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;38.3;43.5;HGO;66.1878;3.69285;0.105;1.57605;0.02415;4.48875;0.0357;0.07035;-99;-99;4.42
CP59;43.5;48.7;IFR;52.5882;23.62815;0.0525;2.73525;0.01785;3.0849;0.03675;0.0819;-99;-99;2.47
CP59;48.7;54.4;IN;-99;-99;-99;-99;-99;-99;-99;-99;-99;-99;3.19
CP59;54.4;60.91;IFR;60.25215;13.7256;0.07245;1.33035;0.0189;3.34215;0.0273;0.0567;-99;-99;2.47
CP60;0;6.35;HGO;63.08505;2.39715;0.10185;6.00075;-99;5.4621;-99;-99;-99;-99;4.42
CP60;6.35;12.7;IGO;57.78045;4.0152;0.0735;9.00795;-99;8.043;-99;-99;-99;-99;3.19
CP60;12.7;18.3;HGO;63.609;5.57445;0.03885;3.7758;-99;3.8577;-99;-99;-99;-99;4.42
CP60;18.3;23.9;HGO;63.89775;6.28425;0.04935;2.80665;-99;3.54585;-99;-99;-99;-99;4.42
CP60;23.9;29.5;HGO;62.8404;9.07305;0.06195;1.8984;-99;3.5091;-99;-99;-99;-99;4.42
CP60;29.5;35.1;HGO;62.7879;6.1404;0.0819;2.772;-99;4.94865;-99;-99;-99;-99;4.42
CP60;35.1;40.7;HGO;65.6334;3.3999;0.08295;2.54205;-99;4.5423;-99;-99;-99;-99;4.42
